row_id,chain,source_run_id,token,pool,protocol,symbol,target_mechanism,confidence,as_of_block,label_block,trading_enabled_block,blocks_from_trading_enabled_to_removal,minutes_from_trading_enabled_to_removal,time_to_scam_bucket,pool_created_block,token_created_block,blocks_token_created_to_removal,creator_address,current_owner,ownership_renounced_current,current_owner_is_zero_address,current_owner_is_creator,token_total_supply_scaled,pool_token_supply_percent_at_label,price_ratio_to_initial_at_label,liquidity_eth_at_label,liquidity_level_at_label,max_liquidity_eth_before_removal,denom_reserve_ratio_to_max_at_removal,denom_reserve_at_removal,token_reserve_at_removal,buy_tax_at_label,sell_tax_at_label,tax_bucket_at_label,can_buy_at_label,can_sell_at_label,has_observed_buy,has_observed_sell,lp_supply_known,lp_supply_status,lp_total_supply_current,lp_holder_count_current,lp_transfer_count_current,lp_approval_count_current,lp_holders_with_approvals_current,lp_approved_percentage_current,lp_total_approved_to_routers_current,lp_first_approval_block,lp_last_approval_block,lp_any_approval_pre_removal,lp_approval_count_pre_removal,lp_approval_count_same_block,lp_first_pre_removal_approval_block,lp_last_pre_removal_approval_block,lp_first_pre_removal_approval_owner,lp_first_pre_removal_approval_spender,lp_first_pre_removal_approval_is_router,lp_last_pre_removal_approval_owner,lp_last_pre_removal_approval_spender,lp_last_pre_removal_approval_is_router,lp_last_pre_removal_approval_owner_is_creator,lp_last_pre_removal_approval_owner_is_current_owner,blocks_lp_first_approval_to_removal,blocks_lp_first_pre_removal_approval_to_removal,blocks_lp_last_pre_removal_approval_to_removal,blocks_trading_enabled_to_lp_first_approval,blocks_trading_enabled_to_lp_first_pre_removal_approval,blocks_trading_enabled_to_lp_last_pre_removal_approval,blocks_pool_created_to_lp_first_approval,blocks_pool_created_to_lp_first_pre_removal_approval,blocks_pool_created_to_lp_last_pre_removal_approval,lp_last_approval_pre_removal,blocks_lp_last_approval_to_removal,lp_last_approval_owner,lp_last_approval_spender,lp_last_approval_is_router,lp_same_tx_approval_and_removal,top_lp_holder_share_current,top_liquidity_position_share_current,pre_label_activity_blocks,pre_label_tx_count,pre_label_token_transfer_count,pre_label_denom_transfer_count,pre_label_buy_volume_eth,pre_label_sell_volume_eth,pre_label_bribe_eth,pre_label_first_activity_block,pre_label_last_activity_block,blocks_pre_label_last_activity_to_label,pre_label_active_density,pre_label_tx_per_active_block,pre_label_net_buy_volume_eth,pre_label_buy_sell_volume_ratio,pre_label_denom_token_transfer_ratio,pre_label_active_blocks_last_10,pre_label_tx_count_last_10,pre_label_active_blocks_last_100,pre_label_tx_count_last_100,pre_label_active_density_last_10,pre_label_active_density_last_100,pre_label_tx_share_last_10,pre_label_tx_share_last_100,network_address_count_current,network_node_count_current,network_edge_count_current,network_feature_scope,activity_feature_scope,lp_feature_scope,removal_tx,burn_event_present,evidence_summary
directlp-0001,ethereum,run-2,0xd3244ce6f7cff18b96cf94b00d853898d88eb83b,0x497847f503b95452f0af3c29d6bcf19e858f602f,UNISWAP-V2,PRTAL,direct_lp_liquidity_removal,verified,24995032,24995033,24995006,27,5.4,early_11_to_100,24995006,24994985,48,0x705612655fb4e528ca8cb051cfca39a0a72dfd9e,0x705612655fb4e528ca8cb051cfca39a0a72dfd9e,false,false,true,100000000,2.59e-13,0.9969111969,3.873e-15,drained,1.5,2.582e-15,3.873e-15,2.59e-07,14.72,15,moderate_tax,false,false,false,false,true,observed,0,2,4,2,2,0,-0,24995006,24995033,true,1,1,24995006,24995006,0xd3244ce6f7cff18b96cf94b00d853898d88eb83b,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0xd3244ce6f7cff18b96cf94b00d853898d88eb83b,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,false,27,27,27,0,0,0,0,0,0,false,,0x705612655fb4e528ca8cb051cfca39a0a72dfd9e,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,0,,3,3,3,1,0,0,0,24994985,24995006,27,0.0625,1,0,,0.3333333333,0,0,3,3,0,0.03,0,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_approval_same_block_as_removal,0xe702229be82a554a0c91bc2f30059e4cd442f5c02916fdf27988c9cb27115e45,true,removal_block=24995033; burn_event_present=True; max_liquidity_before=1.5; reserve_ratio_to_max=2.582e-15
directlp-0281,ethereum,run-2,0xe5682ffff6ae60f2ab0294039e512f033b5d922d,0xa2e613a2ce244eea30a0efaaf71f7f8b2d9f7abd,UNISWAP-V2,DUSK,direct_lp_liquidity_removal,verified,25002938,25002939,25002841,98,19.6,early_11_to_100,25002841,25002835,104,0x8ad44752410cead43685624d53356a683ceb5edd,,false,,,9800000000,6.268538589,9.500664353e-06,5.955528112e-07,drained,1.601736664,0.0001927035416,0.0003086603278,1181760.63,0,0,no_tax,false,false,true,true,true,observed,19.0803542,2,5,1,1,-0,-0,25002846,25002846,true,1,0,25002846,25002846,0x8ad44752410cead43685624d53356a683ceb5edd,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0x8ad44752410cead43685624d53356a683ceb5edd,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,93,93,93,5,5,5,5,5,5,true,93,0x8ad44752410cead43685624d53356a683ceb5edd,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,27,27,23,22,0.8248849,0.2231482362,0,25002835,25002902,37,0.2596153846,1,0.6017366638,3.696578176,0.9565217391,0,0,25,25,0,0.25,0,0.9259259259,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0x38aaba7e0c49a2739e0829dff0f5f21641f16586d10e44f0086931e99fe0846b,true,removal_block=25002939; burn_event_present=True; max_liquidity_before=1.601736664; reserve_ratio_to_max=0.0001927035416
directlp-0282,ethereum,run-2,0x36f2f64b4599fa062a5d863a7d887c87e85614ee,0xd2ad9b67fa39ddd7dc8a41bc3ef2731ce5b0f8e3,UNISWAP-V2,LF,direct_lp_liquidity_removal,verified,25002942,25002943,25002926,17,3.4,early_11_to_100,25002926,25002853,90,0x2389654a735d7c096135241e87e25628b8f8b674,0x2389654a735d7c096135241e87e25628b8f8b674,false,false,true,420000069,0.04038231395,0.3359092549,0.0008208626419,dust,3.092408544,0.000265444436,0.0008208626419,169605.7465,0,0,no_tax,false,false,true,true,true,observed,0.0003718898244,3,5,2,2,-0,-0,25002926,25002943,true,1,1,25002926,25002926,0x36f2f64b4599fa062a5d863a7d887c87e85614ee,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0x36f2f64b4599fa062a5d863a7d887c87e85614ee,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,false,17,17,17,0,0,0,0,0,0,false,,0x2389654a735d7c096135241e87e25628b8f8b674,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,100,,17,87,173,83,2.824530364,2.520824313,0,25002853,25002942,1,0.1888888889,5.117647059,0.3037060507,1.120478864,0.4797687861,10,63,17,87,1,0.17,0.724137931,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_approval_same_block_as_removal,0x0d06becb1554803caffead665fd5f7beebff630c801a7155083fb65fad182fa5,true,removal_block=25002943; burn_event_present=True; max_liquidity_before=3.092408544; reserve_ratio_to_max=0.000265444436
directlp-0283,ethereum,run-2,0x0961755f619cb47a99c1dc10c93fdf4c42c2a45f,0x17fab96e849d0d5312937a70ae213c877d3beb21,UNISWAP-V2,🐍BTEA,direct_lp_liquidity_removal,verified,25002946,25002947,25002913,34,6.8,early_11_to_100,25002913,25002911,36,0xc4d153e53b23c62b3cfb0061b82f8205e0c5f517,,false,,,6.79e+14,57.31497195,9.098633244e-08,5.214879091e-08,drained,1.749862317,0.0001722984937,0.0003014986414,6.711075525e+10,0,0,no_tax,false,false,true,true,true,observed,4494.320648,2,5,1,1,-0,-0,25002914,25002914,true,1,0,25002914,25002914,0xc4d153e53b23c62b3cfb0061b82f8205e0c5f517,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0xc4d153e53b23c62b3cfb0061b82f8205e0c5f517,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,33,33,33,1,1,1,1,1,1,true,33,0xc4d153e53b23c62b3cfb0061b82f8205e0c5f517,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,25,28,22,21,0.8380227,0.0881603831,0,25002911,25002946,1,0.6944444444,1.12,0.7498623169,9.505660826,0.9545454545,6,6,25,28,0.6,0.25,0.2142857143,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0xb805be7118dd9f1df503a42579cb4a431c08f6f3c9a85bba53bbb87715d90237,true,removal_block=25002947; burn_event_present=True; max_liquidity_before=1.749862317; reserve_ratio_to_max=0.0001722984937
directlp-0284,ethereum,run-2,0x98c4337e81248bc2d1bb519c355a4323e915b103,0x2da1caf98a1fb054bb9c1d6a973aec5719c54e85,UNISWAP-V2,cheat,direct_lp_liquidity_removal,verified,25003021,25003022,25002763,259,51.8,delayed_101_to_1000,25002763,25002760,262,0x1b031011562462be22c2c52b8b556c9e3b574c88,,false,,,1.08e+14,46.4088261,2.039092388e-07,1.41947826e-07,drained,3.242455423,0.0002088470421,0.0006771772241,1.047481045e+10,0,0,no_tax,false,false,true,true,true,observed,2660.541964,2,5,1,1,-0,-0,25002764,25002764,true,1,0,25002764,25002764,0x1b031011562462be22c2c52b8b556c9e3b574c88,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0x1b031011562462be22c2c52b8b556c9e3b574c88,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,258,258,258,1,1,1,1,1,1,true,258,0x1b031011562462be22c2c52b8b556c9e3b574c88,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,38,39,36,34,1.8431736,0.1029087581,0,25002760,25002836,186,0.1450381679,1.026315789,1.740264842,17.91075546,0.9444444444,0,0,0,0,0,0,0,0,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0x3d38a28570589bfa1ccce2c4e4c2f0bba889712ede0c62284e467c7116d27117,true,removal_block=25003022; burn_event_present=True; max_liquidity_before=3.242455423; reserve_ratio_to_max=0.0002088470421
directlp-0285,ethereum,run-2,0xe12e5c7ff54f73c284b6c732115cf08450c9a023,0x69a791b7ca0a5f95238ff9cacf3dce51f612f5ed,UNISWAP-V2,⚡VOGL,direct_lp_liquidity_removal,verified,25003052,25003053,25002919,134,26.8,delayed_101_to_1000,25002919,25002902,151,0x301a11b8fd2962494aa658b4fc41cfaac3327c53,,false,,,9000000000,6.125709318,6.301977336e-06,3.860408129e-07,drained,1.637731358,0.0001534063927,0.0002512384598,844584.5901,0,0,no_tax,false,false,true,true,true,observed,14.55564118,2,5,1,1,-0,-0,25002923,25002923,true,1,0,25002923,25002923,0x301a11b8fd2962494aa658b4fc41cfaac3327c53,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0x301a11b8fd2962494aa658b4fc41cfaac3327c53,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,130,130,130,4,4,4,4,4,4,true,130,0x301a11b8fd2962494aa658b4fc41cfaac3327c53,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,31,31,26,25,0.7370819,0.09935054178,0,25002902,25003016,37,0.2052980132,1,0.6377313582,7.419002321,0.9615384615,0,0,18,18,0,0.18,0,0.5806451613,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0xa3d0a3a4d9feb0099044c6b3e242daf30c1df69925d31623a2e893eddf284b8c,true,removal_block=25003053; burn_event_present=True; max_liquidity_before=1.637731358; reserve_ratio_to_max=0.0001534063927
directlp-0286,ethereum,run-2,0x0be06dc81b033eba9fadd52a93b9eaa045d59ade,0x08000df233c45b0de818e9cf86ecfb1148359131,UNISWAP-V2,🤑$RNGR,direct_lp_liquidity_removal,verified,25003065,25003066,25002972,94,18.8,early_11_to_100,25002972,25002970,96,0x32dff9e07b0a70722d2f6f7e177c1e0c1f6b4882,,false,,,1.27e+14,57.06773624,1.128315793e-07,8.370755647e-08,drained,2.285870479,0.0001909647647,0.0004365207181,1.385637339e+10,0,0,no_tax,false,false,true,true,true,observed,2457.037513,2,5,1,1,-0,-0,25002973,25002973,true,1,0,25002973,25002973,0x32dff9e07b0a70722d2f6f7e177c1e0c1f6b4882,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0x32dff9e07b0a70722d2f6f7e177c1e0c1f6b4882,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,93,93,93,1,1,1,1,1,1,true,93,0x32dff9e07b0a70722d2f6f7e177c1e0c1f6b4882,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,30,33,29,26,1.172515,0.1892850678,0,25002970,25003025,41,0.3125,1.1,0.9832299322,6.194440023,0.8965517241,0,0,30,33,0,0.3,0,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0xbf5bed2642ce46968acfd79106f2c6b658275b572e3a6dbef4a39df2689c20e4,true,removal_block=25003066; burn_event_present=True; max_liquidity_before=2.285870479; reserve_ratio_to_max=0.0001909647647
directlp-0287,ethereum,run-2,0x71b4d9e91139fe7bf72e4af34d4c11875a25cda4,0x5960398920c89b712022951ad26622deb2cd46f5,UNISWAP-V2,PTG,direct_lp_liquidity_removal,verified,25003079,25003080,25002969,111,22.2,delayed_101_to_1000,25002969,25002953,127,0xd57111df97c64ce133e84aa3f19f40dab2825a34,,false,,,710000000,3.215733104,9.095488927e-05,2.924866484e-06,drained,2.085122064,0.0003020910196,0.0006298966504,105591.4012,0,0,no_tax,false,false,true,true,true,observed,8.14300709,2,5,1,1,-0,-0,25002972,25002972,true,1,0,25002972,25002972,0xd57111df97c64ce133e84aa3f19f40dab2825a34,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0xd57111df97c64ce133e84aa3f19f40dab2825a34,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,108,108,108,3,3,3,3,3,3,true,108,0xd57111df97c64ce133e84aa3f19f40dab2825a34,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,28,28,23,22,1.5129808,0.4511816267,0,25002953,25003045,35,0.2204724409,1,1.061799173,3.353374142,0.9565217391,0,0,20,20,0,0.2,0,0.7142857143,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0x3433fa6b7ca7c5db60fd8e86a0740ef835729f3e7e977c6dae32f00f5c2f0101,true,removal_block=25003080; burn_event_present=True; max_liquidity_before=2.085122064; reserve_ratio_to_max=0.0003020910196
directlp-0288,ethereum,run-2,0x27598562b49e53fb69867a895d89364e5971d51b,0xccd86471304d276d0bb2be2f2b3559d196e0bc81,UNISWAP-V2,MUSTACH,direct_lp_liquidity_removal,verified,25003101,25003102,25003067,35,7,early_11_to_100,25003067,25003064,38,0xce233b11b2c51a09042c9fa8ecb24a65e9ab6443,,false,,,4.05e+14,68.71475684,2.586797515e-08,2.666267433e-08,drained,2.188178895,0.000110085487,0.0002408867393,3.060324149e+10,0,0,no_tax,false,false,true,true,true,observed,2713.632434,2,5,1,1,-0,-0,25003068,25003068,true,1,0,25003068,25003068,0xce233b11b2c51a09042c9fa8ecb24a65e9ab6443,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0xce233b11b2c51a09042c9fa8ecb24a65e9ab6443,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,34,34,34,1,1,1,1,1,1,true,34,0xce233b11b2c51a09042c9fa8ecb24a65e9ab6443,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,22,27,19,18,0.74746017,0.05928127535,0,25003064,25003100,2,0.5789473684,1.227272727,0.6881788946,12.60870596,0.9473684211,3,3,22,27,0.3,0.22,0.1111111111,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0x359d040feb58b27cd49ef0f48972b6d3d316f4bf9e6b17838fa7fe123e713875,true,removal_block=25003102; burn_event_present=True; max_liquidity_before=2.188178895; reserve_ratio_to_max=0.000110085487
directlp-0289,ethereum,run-2,0xcd6e37b8296e9650bdf2f4668c4041cb68579ce1,0x7f3e0703a3e4c50e7e08b76abb2f74623c5ba47f,UNISWAP-V2,🐦$UNDER,direct_lp_liquidity_removal,verified,25003101,25003102,25003097,5,1,fast_1_to_10,25003097,25003095,7,0x02293ae69c4de291717eac3bcf913ff4a89227a4,,false,,,6.35e+14,0.0008067367867,1.000892849,1.049694205e-05,dust,1.3216188,7.942488445e-06,1.049694205e-05,5122778596,0,0,no_tax,false,false,true,true,true,observed,231.8818024,2,5,1,1,-0,-0,25003098,25003098,true,1,0,25003098,25003098,0x02293ae69c4de291717eac3bcf913ff4a89227a4,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0x02293ae69c4de291717eac3bcf913ff4a89227a4,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,4,4,4,1,1,1,1,1,1,true,4,0x02293ae69c4de291717eac3bcf913ff4a89227a4,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,7,10,6,5,0.0216188,0.02097559617,0,25003095,25003101,1,1,1.428571429,0.0006432038277,1.030664388,0.8333333333,7,10,7,10,0.7,0.07,1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0x1cb62f480ea2e6ebc08a01d5013de4b6124c86147d6401be12b0eaa7bb7fb47c,true,removal_block=25003102; burn_event_present=True; max_liquidity_before=1.3216188; reserve_ratio_to_max=7.942488445e-06
directlp-0290,ethereum,run-2,0x8fe74d3f05f8387c171eaed27e3606b802c4b204,0x7d160aa5515916f53fcf372dc626fcd6fb9e7fe6,UNISWAP-V2,🎮OMEGA,direct_lp_liquidity_removal,verified,25003115,25003116,25003111,5,1,fast_1_to_10,25003111,25003109,7,0x1ff85487fe3f5c594959e25b99e98a39e425d71b,,false,,,1.95e+14,0.002173255867,1.001127147,2.39327599e-05,dust,1.15031951,2.080531512e-05,2.39327599e-05,4237848940,0,0,no_tax,false,false,true,true,true,observed,318.4358184,2,5,1,1,-0,-0,25003112,25003112,true,1,0,25003112,25003112,0x1ff85487fe3f5c594959e25b99e98a39e425d71b,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0x1ff85487fe3f5c594959e25b99e98a39e425d71b,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,4,4,4,1,1,1,1,1,1,true,4,0x1ff85487fe3f5c594959e25b99e98a39e425d71b,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,7,9,6,5,0.05031951,0.04955615731,0,25003109,25003115,1,1,1.285714286,0.0007633526905,1.015403791,0.8333333333,7,9,7,9,0.7,0.07,1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0x095f43ee39d6095cd023467e3288546d8894726450d653b28c17250496997156,true,removal_block=25003116; burn_event_present=True; max_liquidity_before=1.15031951; reserve_ratio_to_max=2.080531512e-05
directlp-0291,ethereum,run-2,0xc23b0acc7cae0364fdd3ef95da365fd56ae6ebe8,0xfcf4ec8b22c24c0f9d01b63f3d75b00cc05057aa,UNISWAP-V2,🌊CFG,direct_lp_liquidity_removal,verified,25003115,25003116,25003066,50,10,early_11_to_100,25003066,25003062,54,0x9a1733cfdf96d4f2cf331d768b4127cdffacf074,,false,,,9000000000,0.8831214434,0.0001295116592,1.143745234e-06,drained,1.429874151,0.0001001593988,0.0001432153353,631187.7254,0,0,no_tax,false,false,true,true,true,observed,9.502906686,2,5,1,1,-0,-0,25003070,25003070,true,1,0,25003070,25003070,0x9a1733cfdf96d4f2cf331d768b4127cdffacf074,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0x9a1733cfdf96d4f2cf331d768b4127cdffacf074,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,46,46,46,4,4,4,4,4,4,true,46,0x9a1733cfdf96d4f2cf331d768b4127cdffacf074,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,22,22,19,18,0.46513451,0.03526035943,0,25003062,25003114,2,0.4074074074,1,0.4298741506,13.19142849,0.9473684211,3,3,22,22,0.3,0.22,0.1363636364,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0x244af5b889aa631c00f1f244aee2199c526bed0a9a7072e32eff7843e9ec46c2,true,removal_block=25003116; burn_event_present=True; max_liquidity_before=1.429874151; reserve_ratio_to_max=0.0001001593988
directlp-0292,ethereum,run-2,0xf8aba7cdc8f523eec2ab86c196463838647512de,0xb5cff0da7932ca5ea266f899f2b822786bacbdec,UNISWAP-V2,ZBOOM,direct_lp_liquidity_removal,verified,25003126,25003127,25003125,2,0.4,fast_1_to_10,25003125,25003123,4,0xf3ec41515ea03a64223f6359102f56809059d18f,,false,,,8.36e+14,1.360146815e-05,1.001087948,1.906277216e-07,drained,1.4007625,1.360885386e-07,1.906277216e-07,113708273.7,0,0,no_tax,false,false,true,false,true,observed,4.655740507,2,5,1,1,-0,-0,25003126,25003126,true,1,0,25003126,25003126,0xf3ec41515ea03a64223f6359102f56809059d18f,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0xf3ec41515ea03a64223f6359102f56809059d18f,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,1,1,1,1,1,1,1,1,1,true,1,0xf3ec41515ea03a64223f6359102f56809059d18f,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,99.99999995,,4,6,4,3,0.0007625,0,0,25003123,25003126,1,1,1.5,0.0007625,,0.75,4,6,4,6,0.4,0.04,1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0xacf2ab5734d11e7281cc4e3a808c0134f008ca6871394cd0875b470b7a63e042,true,removal_block=25003127; burn_event_present=True; max_liquidity_before=1.4007625; reserve_ratio_to_max=1.360885386e-07
directlp-0293,ethereum,run-2,0x9a354362871689db4c186e5623fd04891531fe4b,0x1cf39d80c7ee1a0f07d42fbea6903feb2dcbe6bc,UNISWAP-V2,🧾$SHILL,direct_lp_liquidity_removal,verified,25003127,25003128,25003125,3,0.6,fast_1_to_10,25003125,25003123,5,0xf22e86f329a2d4dc1fabd130ca821a9b823fabfb,,false,,,2.88e+14,1.123990079e-05,1.000898852,1.237500417e-07,drained,1.100495,1.124494357e-07,1.237500417e-07,32370914.27,0,0,no_tax,false,false,true,false,true,observed,2.001473829,2,5,1,1,-0,-0,25003126,25003126,true,1,0,25003126,25003126,0xf22e86f329a2d4dc1fabd130ca821a9b823fabfb,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0xf22e86f329a2d4dc1fabd130ca821a9b823fabfb,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,2,2,2,1,1,1,1,1,1,true,2,0xf22e86f329a2d4dc1fabd130ca821a9b823fabfb,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,99.99999999,,5,5,3,2,0.000495,0,0,25003123,25003127,1,1,1,0.000495,,0.6666666667,5,5,5,5,0.5,0.05,1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0x0c4f13cd6ccd0c7b98f049908fad963f37735b12f92aa919096468e06c096e32,true,removal_block=25003128; burn_event_present=True; max_liquidity_before=1.100495; reserve_ratio_to_max=1.124494357e-07
directlp-0294,ethereum,run-2,0x46b159a7368ef9b5022ab7717ed275fa78e7bada,0x1c744740b8db23d13707977294781a34eda1df29,UNISWAP-V2,KIMCHI,direct_lp_liquidity_removal,verified,25003136,25003137,25003135,2,0.4,fast_1_to_10,25003135,25003133,4,0x3aa5517b6a2b2f0c596f88b9ea2263ac812c48b0,,false,,,6.89e+14,1.084498799e-05,1.000867219,1.302527155e-07,drained,1.200521,1.084968239e-07,1.302527155e-07,74721967.22,0,0,no_tax,false,false,true,false,true,observed,3.119732134,2,5,1,1,-0,-0,25003136,25003136,true,1,0,25003136,25003136,0x3aa5517b6a2b2f0c596f88b9ea2263ac812c48b0,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0x3aa5517b6a2b2f0c596f88b9ea2263ac812c48b0,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,1,1,1,1,1,1,1,1,1,true,1,0x3aa5517b6a2b2f0c596f88b9ea2263ac812c48b0,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,99.99999996,,4,6,4,3,0.000521,0,0,25003133,25003136,1,1,1.5,0.000521,,0.75,4,6,4,6,0.4,0.04,1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0xf2da547f6e18903ce4d9407a77d5ccd08bd2638435949be041d67901daa5da28,true,removal_block=25003137; burn_event_present=True; max_liquidity_before=1.200521; reserve_ratio_to_max=1.084968239e-07
directlp-0295,ethereum,run-2,0x21f84a3390c3e2eea3d26eeac3ab1403b074dd1e,0xb009017561f3fef659d6b85b057586ce4fcbf338,UNISWAP-V2,✨LB,direct_lp_liquidity_removal,verified,25003140,25003141,25003130,11,2.2,early_11_to_100,25003130,25003126,15,0x70c46bb65dd3f15872bb4f6e087855ee77429e9a,,false,,,6000000000,0.02904647655,0.01415029562,4.1101623e-06,dust,1.151842241,3.444165562e-05,3.967135379e-05,179482.3642,0,0,no_tax,false,false,true,true,true,observed,2.667931061,2,5,1,1,-0,-0,25003131,25003131,true,1,0,25003131,25003131,0x70c46bb65dd3f15872bb4f6e087855ee77429e9a,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0x70c46bb65dd3f15872bb4f6e087855ee77429e9a,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,10,10,10,1,1,1,1,1,1,true,10,0x70c46bb65dd3f15872bb4f6e087855ee77429e9a,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,8,9,7,6,0.1518422408,0,0,25003126,25003139,2,0.5333333333,1.125,0.1518422408,,0.8571428571,5,6,8,9,0.5,0.08,0.6666666667,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0x8270a11a2f4f9b8165a6899245d2e5061cca9377d9d2c9d52ea7c9fea23cd175,true,removal_block=25003141; burn_event_present=True; max_liquidity_before=1.151842241; reserve_ratio_to_max=3.444165562e-05
