review_id,chain,source_run_id,source,token,pool,protocol,symbol,label,mechanism,mechanism_label,confidence,pool_created_block,trading_enabled_block,trading_enabled_source,first_observed_trade_block,first_blocked_block,first_drain_block,label_block,blocks_from_trading_enabled_to_label,minutes_from_trading_enabled_to_label,time_to_scam_bucket,price_ratio_to_initial_at_label,liquidity_eth_at_label,liquidity_level_at_label,can_buy,can_sell,has_observed_buy,has_observed_sell,evidence_block,evidence_tx,evidence_summary,evidence_ref,notes,review_status
scam100-011,ethereum,run-2,token_server_pool_scam_mechanism,0x1f6df7b07ebc1878bd5cf52a90a96b829c6598ad,0x000000000004444c5dc75cb358380d2e3de08a90#0xb4bdf8ffb3535b8431cee1f006fa5f797d51871f0a13202523b63b939b5a463b,UNISWAP-V4,UP,scammed_pool,unknown_reserve_drain,Unknown Reserve Drain,probable,24995205,24995205,pool_creation_fallback,24995205,,24995255,24995255,50,10,early_11_to_100,,0,drained,false,false,false,false,24995255,0x32388069706e32cf720bcbd76177ece6f9c6bd91e4d6e53a61dec156e305032b,mechanism=unknown_reserve_drain; drain block=24995255 reserve_ratio_to_max=0 source=reserve_history; sell_failure_present=true; liquidity=0,http://127.0.0.1:40019/eth/tokens/0x1f6df7b07ebc1878bd5cf52a90a96b829c6598ad/?run_id=run-2,Token-centric label from pool scam mechanism; strategy outcome ignored.,draft_needs_manual_review
scam100-012,ethereum,run-2,token_server_pool_scam_mechanism,0xb8fb4502fd3e98f5f6cc2d5876fcaa4c435932b9,0xebb269a7fd3f3d88e08d13e24fc21dc6e3625884,UNISWAP-V2,👑BR,scammed_pool,direct_lp_liquidity_removal,Direct LP Liquidity Removal,verified,24995093,24995093,trading_status.block,24995093,,24995280,24995280,187,37,delayed_101_to_1000,7.4157051e-05,1.6695773e-06,drained,false,false,true,true,24995280,0xac2ebbfd951b822eaf0d8fd6ee0ac0790d5f7c8351ed518e45b66bac37bc3bee,mechanism=direct_lp_liquidity_removal; drain block=24995280 reserve_ratio_to_max=0.000179393 source=reserve_history; burn_event_present=true; liquidity=1.66958e-06,http://127.0.0.1:40019/eth/tokens/0xb8fb4502fd3e98f5f6cc2d5876fcaa4c435932b9/?run_id=run-2,Token-centric label from pool scam mechanism; strategy outcome ignored.,draft_needs_manual_review
scam100-013,ethereum,run-2,token_server_pool_scam_mechanism,0x1f6df7b07ebc1878bd5cf52a90a96b829c6598ad,0x000000000004444c5dc75cb358380d2e3de08a90#0xccb398be61dc19701b3dcd23f54f2e49bdbd13b7846b00ed04186db8adee3aff,UNISWAP-V4,UP,scammed_pool,unknown_reserve_drain,Unknown Reserve Drain,probable,24995288,24995288,trading_status.block,24995288,,24995309,24995309,21,4.2,early_11_to_100,,0,drained,false,false,false,true,24995309,0xcf1cd771265b48b8ce8e40102336c3e77a7ed932a51a1f0da2ad96c48e3f6431,mechanism=unknown_reserve_drain; drain block=24995309 reserve_ratio_to_max=0 source=reserve_history; sell_failure_present=true; liquidity=0,http://127.0.0.1:40019/eth/tokens/0x1f6df7b07ebc1878bd5cf52a90a96b829c6598ad/?run_id=run-2,Token-centric label from pool scam mechanism; strategy outcome ignored.,draft_needs_manual_review
scam100-014,ethereum,run-2,token_server_pool_scam_mechanism,0x50fc231247c6327eed75a8e854fe5e717c4316dc,0xa78ed711503c03651a6618be58fab8e8cccb1e78,UNISWAP-V3,PAI,scammed_pool,direct_lp_liquidity_removal,Direct LP Liquidity Removal,verified,24995270,24995270,pool_creation_fallback,24995270,,24995309,24995309,39,7.8,early_11_to_100,,0,drained,false,false,true,true,24995309,0x93a7220768dc939bb8f4474fefd2b0aa10390ff5daa33de3455fb2d06ea0268f,mechanism=direct_lp_liquidity_removal; drain block=24995309 reserve_ratio_to_max=0 source=reserve_history; burn_event_present=true; sell_failure_present=true; liquidity=0,http://127.0.0.1:40019/eth/tokens/0x50fc231247c6327eed75a8e854fe5e717c4316dc/?run_id=run-2,Token-centric label from pool scam mechanism; strategy outcome ignored.,draft_needs_manual_review
scam100-015,ethereum,run-2,token_server_pool_scam_mechanism,0xc4e4e75fde67ca84b97d20bef43b37d4d356d16d,0xcc0a660c880281b0a33e9c0d3a6a71d795d53676,UNISWAP-V2,CROC,scammed_pool,direct_lp_liquidity_removal,Direct LP Liquidity Removal,verified,24995281,24995289,trading_status.block,24995289,,24995311,24995311,22,4.4,early_11_to_100,2.3055117,0.00010883829,dust,false,false,true,false,24995311,0x9818a596b6d4fbda651bde9fbd4ca3bf247f7695dc0ecb0024e91396145659a6,mechanism=direct_lp_liquidity_removal; drain block=24995311 reserve_ratio_to_max=0.000103819 source=reserve_history; burn_event_present=true; liquidity=0.000108838,http://127.0.0.1:40019/eth/tokens/0xc4e4e75fde67ca84b97d20bef43b37d4d356d16d/?run_id=run-2,Token-centric label from pool scam mechanism; strategy outcome ignored.,draft_needs_manual_review
scam100-016,ethereum,run-2,token_server_pool_scam_mechanism,0x981be8315a127b63178cd248a340aea5b101505e,0x4c4f93bb0d881992bfaa02dbb5379861795e29c8,UNISWAP-V2,UCI,scammed_pool,pair_balance_backdoor_drain,Backdoored Pair-Balance Drain,verified,24995266,24995266,trading_status.block,24995266,,24995345,24995345,79,16,early_11_to_100,0.00020750235,0.00010670862,dust,false,false,true,true,24995345,0x56ecde24d78f8a87830187e0aab2ba8e4f13b141e3e5d34f2603d1fd513811fa,mechanism=pair_balance_backdoor_drain; drain block=24995345 reserve_ratio_to_max=7.69387e-07 source=reserve_history; pair_token_out_transfer_present=true; sell_failure_present=true; liquidity=0.000106709,http://127.0.0.1:40019/eth/tokens/0x981be8315a127b63178cd248a340aea5b101505e/?run_id=run-2,Token-centric label from pool scam mechanism; strategy outcome ignored.,draft_needs_manual_review
scam100-017,ethereum,run-2,token_server_pool_scam_mechanism,0x1b64c88ab2abd08d9a8bf0c85bac64d3619252a2,0xf272c7a9f220116ca820da17382879fd88054608,UNISWAP-V2,⚖️TIYIE,scammed_pool,direct_lp_liquidity_removal,Direct LP Liquidity Removal,verified,24995327,24995327,trading_status.block,24995327,,24995369,24995369,42,8.4,early_11_to_100,7.7524046e-05,1.3372321e-06,drained,false,false,true,true,24995369,0xc1c80a3703e2299fa2d6acd92b0ba3b8fcd5b347723fade6355cd968efea1328,mechanism=direct_lp_liquidity_removal; drain block=24995369 reserve_ratio_to_max=0.00015134 source=reserve_history; burn_event_present=true; liquidity=1.33723e-06,http://127.0.0.1:40019/eth/tokens/0x1b64c88ab2abd08d9a8bf0c85bac64d3619252a2/?run_id=run-2,Token-centric label from pool scam mechanism; strategy outcome ignored.,draft_needs_manual_review
scam100-018,ethereum,run-2,token_server_pool_scam_mechanism,0x61827b8195f247038fad4061bbeba6c3186faf8d,0xf18bc0969624524c5de6e0f172d8321632e040db,UNISWAP-V2,✨PALA,scammed_pool,direct_lp_liquidity_removal,Direct LP Liquidity Removal,verified,24995344,24995344,trading_status.block,24995344,,24995383,24995383,39,7.8,early_11_to_100,2.6556879e-05,1.0822275e-06,drained,false,false,true,true,24995383,0x6c773f969f48ac802ec34c388a8bbada81e90247a1c75097a4db5502f4e603dc,mechanism=direct_lp_liquidity_removal; drain block=24995383 reserve_ratio_to_max=0.000209136 source=reserve_history; burn_event_present=true; liquidity=1.08223e-06,http://127.0.0.1:40019/eth/tokens/0x61827b8195f247038fad4061bbeba6c3186faf8d/?run_id=run-2,Token-centric label from pool scam mechanism; strategy outcome ignored.,draft_needs_manual_review
scam100-019,ethereum,run-2,token_server_pool_scam_mechanism,0x4e096bf24bfd27951ddbfcefbd914556af7c7994,0x97e6eb6f1a4d8ce9ebc06ed17903e7ac66cb5f70,UNISWAP-V2,SCRIBBL,scammed_pool,pair_balance_backdoor_drain,Backdoored Pair-Balance Drain,verified,24995340,24995340,trading_status.block,24995340,,24995387,24995387,47,9.4,early_11_to_100,2.3961598e-05,1.3978037e-05,dust,false,false,true,true,24995387,0x52fc8d2ea756d1018ff4727960e7fa92fd56358e6615fd7f7b2253e52862a344,mechanism=pair_balance_backdoor_drain; drain block=24995387 reserve_ratio_to_max=6.89581e-07 source=reserve_history; pair_token_out_transfer_present=true; sell_failure_present=true; liquidity=1.3978e-05,http://127.0.0.1:40019/eth/tokens/0x4e096bf24bfd27951ddbfcefbd914556af7c7994/?run_id=run-2,Token-centric label from pool scam mechanism; strategy outcome ignored.,draft_needs_manual_review
scam100-020,ethereum,run-2,token_server_pool_scam_mechanism,0xaed5cf8707ab9b6ba8c8683bc8c509c2f778b23e,0x98faca2068fcab66dd8a1879073fe72e3cd333f5,UNISWAP-V2,🐸LSFG,scammed_pool,direct_lp_liquidity_removal,Direct LP Liquidity Removal,verified,24995336,24995336,trading_status.block,24995336,,24995408,24995408,72,14,early_11_to_100,8.560498e-05,1.733574e-06,drained,false,false,true,true,24995408,0xe781817f4f30b6081c3f43299996c41487974271085586c73beacadc779e8146,mechanism=direct_lp_liquidity_removal; drain block=24995408 reserve_ratio_to_max=0.000186715 source=reserve_history; burn_event_present=true; liquidity=1.73357e-06,http://127.0.0.1:40019/eth/tokens/0xaed5cf8707ab9b6ba8c8683bc8c509c2f778b23e/?run_id=run-2,Token-centric label from pool scam mechanism; strategy outcome ignored.,draft_needs_manual_review
scam100-021,ethereum,run-2,token_server_pool_scam_mechanism,0x16b16afda8870d78b90161d5cef59049bffa8a7b,0x14e5c5d6167c936cb372a75a1a60b6789d66c9e1,UNISWAP-V2,🚀CRWA,scammed_pool,direct_lp_liquidity_removal,Direct LP Liquidity Removal,verified,24995416,24995416,trading_status.block,24995416,,24995443,24995443,27,5.4,early_11_to_100,0.019776566,6.0676242e-06,dust,false,false,true,true,24995443,0xede375d071027cf64b3df87c0b4af1c547a03cf31b9d6c457d1860c4a5d5a0df,mechanism=direct_lp_liquidity_removal; drain block=24995443 reserve_ratio_to_max=4.30049e-05 source=reserve_history; burn_event_present=true; liquidity=6.06762e-06,http://127.0.0.1:40019/eth/tokens/0x16b16afda8870d78b90161d5cef59049bffa8a7b/?run_id=run-2,Token-centric label from pool scam mechanism; strategy outcome ignored.,draft_needs_manual_review
scam100-022,ethereum,run-2,token_server_pool_scam_mechanism,0x44d93da751d6ffb83dc7cb8d87649d9b6467892c,0x000000000004444c5dc75cb358380d2e3de08a90#0x03b70a554abd42761f372403ae61fb32249f21b4b5ab7008ac533327e7bdd147,UNISWAP-V4,UP,scammed_pool,unknown_reserve_drain,Unknown Reserve Drain,probable,24995426,24995426,trading_status.block,24995426,,24995471,24995471,45,9,early_11_to_100,,0,drained,false,false,true,true,24995471,0xb561a14f9dc9582fa343987ec385680be11f95841ea45b53bda08307d27a5a35,mechanism=unknown_reserve_drain; drain block=24995471 reserve_ratio_to_max=0 source=reserve_history; sell_failure_present=true; liquidity=0,http://127.0.0.1:40019/eth/tokens/0x44d93da751d6ffb83dc7cb8d87649d9b6467892c/?run_id=run-2,Token-centric label from pool scam mechanism; strategy outcome ignored.,draft_needs_manual_review
scam100-023,ethereum,run-2,token_server_pool_scam_mechanism,0x2b200fd1a5064d8f9da9ffe634cb29cf53e701a5,0x4015a618c34012977ec0a2ff85b63a5038029edd,UNISWAP-V2,💫STVAU,scammed_pool,direct_lp_liquidity_removal,Direct LP Liquidity Removal,verified,24995376,24995376,trading_status.block,24995376,,24995472,24995472,96,19,early_11_to_100,6.2976633e-05,1.7045358e-06,drained,false,false,true,true,24995472,0x4598c5f4c9b44239a7c818bec3e6f6514a869e1e8db5726aa1e3a112f2b68b3f,mechanism=direct_lp_liquidity_removal; drain block=24995472 reserve_ratio_to_max=0.00019813 source=reserve_history; burn_event_present=true; liquidity=1.70454e-06,http://127.0.0.1:40019/eth/tokens/0x2b200fd1a5064d8f9da9ffe634cb29cf53e701a5/?run_id=run-2,Token-centric label from pool scam mechanism; strategy outcome ignored.,draft_needs_manual_review
scam100-024,ethereum,run-2,token_server_pool_scam_mechanism,0xd4d0bacf1e0ebd3cb5081639e86256595b06e289,0x98e9a928a843cca4071eaafc2b2ab1924ecde9ad,UNISWAP-V2,🧾$MYTHIC,scammed_pool,direct_lp_liquidity_removal,Direct LP Liquidity Removal,verified,24995340,24995340,trading_status.block,24995340,,24995486,24995486,146,29,delayed_101_to_1000,1.9618666e-05,1.0991911e-06,drained,false,false,true,true,24995486,0xb57887ba3b12bee9236ac84ba1aa15de53f99dae14cacadfd6c8461b4c4fe27a,mechanism=direct_lp_liquidity_removal; drain block=24995486 reserve_ratio_to_max=0.000205956 source=reserve_history; burn_event_present=true; liquidity=1.09919e-06,http://127.0.0.1:40019/eth/tokens/0xd4d0bacf1e0ebd3cb5081639e86256595b06e289/?run_id=run-2,Token-centric label from pool scam mechanism; strategy outcome ignored.,draft_needs_manual_review
scam100-025,ethereum,run-2,token_server_pool_scam_mechanism,0x0d2e26973e1baf47d3e710e6a618e268145201e2,0x99fa75ef9ee7735216b9e5d78d4412d013b470e2,UNISWAP-V2,CRIME,scammed_pool,pair_balance_backdoor_drain,Backdoored Pair-Balance Drain,verified,24995379,24995379,trading_status.block,24995379,,24995487,24995487,108,22,delayed_101_to_1000,2.8898515e-07,3.0405994e-06,drained,false,false,true,true,24995487,0x51ab213a7d4f260a3e14892fb16cc685c1114f077802be219cbc31435b43bcf0,mechanism=pair_balance_backdoor_drain; drain block=24995487 reserve_ratio_to_max=4.00526e-07 source=reserve_history; pair_token_out_transfer_present=true; sell_failure_present=true; liquidity=3.0406e-06,http://127.0.0.1:40019/eth/tokens/0x0d2e26973e1baf47d3e710e6a618e268145201e2/?run_id=run-2,Token-centric label from pool scam mechanism; strategy outcome ignored.,draft_needs_manual_review
scam100-026,ethereum,run-2,token_server_pool_scam_mechanism,0x3210c331a800c1d6cc7d2b2d7a4b8d27411ac552,0x6006a98a41f58f53f51393ac60b8475a1f6fd5e6,UNISWAP-V3,UP,scammed_pool,direct_lp_liquidity_removal,Direct LP Liquidity Removal,verified,24995454,24995454,trading_status.block,24995454,,24995495,24995495,41,8.2,early_11_to_100,,0,drained,false,false,true,true,24995495,0x6814c7126a520cd15ff8450f7027a28ff86cb7a2202b2cb72e23e30ae22e80d8,mechanism=direct_lp_liquidity_removal; drain block=24995495 reserve_ratio_to_max=0 source=reserve_history; burn_event_present=true; sell_failure_present=true; liquidity=0,http://127.0.0.1:40019/eth/tokens/0x3210c331a800c1d6cc7d2b2d7a4b8d27411ac552/?run_id=run-2,Token-centric label from pool scam mechanism; strategy outcome ignored.,draft_needs_manual_review
scam100-027,ethereum,run-2,token_server_pool_scam_mechanism,0xd935877a369f21983f4369ef40b3bd93904030b0,0xa106ff0a22f86778edea30598dccb27f413a7e9b,UNISWAP-V2,🔥GFC,scammed_pool,direct_lp_liquidity_removal,Direct LP Liquidity Removal,verified,24995458,24995458,trading_status.block,24995458,,24995520,24995520,62,12,early_11_to_100,0.00011885905,1.1559056e-06,drained,false,false,true,true,24995520,0x724201578aa972eeee0bc844750a7399f08f8a7fd6843ff367722c691b5e885b,mechanism=direct_lp_liquidity_removal; drain block=24995520 reserve_ratio_to_max=0.000102084 source=reserve_history; burn_event_present=true; liquidity=1.15591e-06,http://127.0.0.1:40019/eth/tokens/0xd935877a369f21983f4369ef40b3bd93904030b0/?run_id=run-2,Token-centric label from pool scam mechanism; strategy outcome ignored.,draft_needs_manual_review
scam100-028,ethereum,run-2,token_server_pool_scam_mechanism,0x4240e60e9c14d487d2a0850412899ba12334e56c,0x75cd3d08773bd85ae7d7bfdeeca8549dbb0cd610,UNISWAP-V2,PEG,scammed_pool,pair_balance_backdoor_drain,Backdoored Pair-Balance Drain,verified,24995515,24995515,trading_status.block,24995515,,24995527,24995527,12,2.4,early_11_to_100,0.00024638558,1.5742397e-08,drained,false,false,true,true,24995527,0xb136798f4b8a05713453d42524f9cf1ffa2393aae29d17de9f0df64e1779fd7c,mechanism=pair_balance_backdoor_drain; drain block=24995527 reserve_ratio_to_max=1.00301e-06 source=reserve_history; pair_token_out_transfer_present=true; sell_failure_present=true; liquidity=1.57424e-08,http://127.0.0.1:40019/eth/tokens/0x4240e60e9c14d487d2a0850412899ba12334e56c/?run_id=run-2,Token-centric label from pool scam mechanism; strategy outcome ignored.,draft_needs_manual_review
scam100-029,ethereum,run-2,token_server_pool_scam_mechanism,0xf6fdde927b478f774d42b75109c74559682a60b5,0xab12321a1491b80da9969c33c6eb2e57b16b676a,UNISWAP-V2,SCRIBBLE,scammed_pool,pair_balance_backdoor_drain,Backdoored Pair-Balance Drain,verified,24995511,24995511,trading_status.block,24995511,,24995528,24995528,17,3.4,early_11_to_100,0.00013636467,1.1773854e-05,dust,false,false,true,true,24995528,0xf1ef300c32968295684a16c18d120dd52b03b922ada2e081556178aebe96f00c,mechanism=pair_balance_backdoor_drain; drain block=24995528 reserve_ratio_to_max=8.63018e-07 source=reserve_history; pair_token_out_transfer_present=true; sell_failure_present=true; liquidity=1.17739e-05,http://127.0.0.1:40019/eth/tokens/0xf6fdde927b478f774d42b75109c74559682a60b5/?run_id=run-2,Token-centric label from pool scam mechanism; strategy outcome ignored.,draft_needs_manual_review
scam100-030,ethereum,run-2,token_server_pool_scam_mechanism,0x580a86c65289448973d9cea7829b46f1d50eca4e,0xf28381ddcea3b6c95d1c89b38f9c50f6e5da969e,UNISWAP-V2,PEG,scammed_pool,direct_lp_liquidity_removal,Direct LP Liquidity Removal,verified,24995506,24995506,trading_status.block,24995506,,24995537,24995537,31,6.2,early_11_to_100,0.0003447466,3.0357359e-06,drained,false,false,true,true,24995537,0xe12f1c01182309fdffa4fba4b181694aa91b1b65fa6561dcb4b594861b5a9bf4,mechanism=direct_lp_liquidity_removal; drain block=24995537 reserve_ratio_to_max=0.00037764 source=reserve_history; burn_event_present=true; liquidity=3.03574e-06,http://127.0.0.1:40019/eth/tokens/0x580a86c65289448973d9cea7829b46f1d50eca4e/?run_id=run-2,Token-centric label from pool scam mechanism; strategy outcome ignored.,draft_needs_manual_review
